variable,value,Label
M42E,0,No
M42E,1,Yes
M43,Variable Label,Told about pregnancy complications
M43,0,No
M43,1,Yes
M43,8,Don't know
M44,Variable Label,NA - Told where to go for pregnancy complications
M44,0,No
M44,1,Yes
M44,8,Don't know
M45,Variable Label,"During pregnancy, given or bought iron tablets/syrup"
M45,0,No
M45,1,Yes
M45,8,Don't know
M46,Variable Label,Days tablets or syrup taken
M46,0,Were not taken
M46,998,Don't know
M47,Variable Label,"NA - During pregnancy, had difficulty with daylight vision"
M47,0,No
M47,1,Yes
M47,8,Don't know
M48,Variable Label,"NA - During pregnancy, had difficulty with night blindness"
M48,0,No
M48,1,Yes
M48,8,Don't know
M49A,Variable Label,During pregnancy took: SP/fansidar for malaria
M49A,0,No
M49A,1,Yes
M49A,8,Don't know
M49B,Variable Label,NA - During pregnancy took: chloroquine for malaria
M49B,0,No
M49B,1,Yes
M49B,8,Don't know
M49C,Variable Label,NA - During pregnancy took: CS drug for malaria
M49C,0,No
M49C,1,Yes
M49C,8,Don't know
M49D,Variable Label,NA - During pregnancy took: CS drug for malaria
M49D,0,No
M49D,1,Yes
M49D,8,Don't know
M49E,Variable Label,NA - During pregnancy took: CS drug for malaria
M49E,0,No
M49E,1,Yes
M49E,8,Don't know
M49F,Variable Label,NA - During pregnancy took: CS drug for malaria
M49F,0,No
M49F,1,Yes
M49F,8,Don't know
M49G,Variable Label,NA - During pregnancy took: CS drug for malaria
M49G,0,No
M49G,1,Yes
M49G,8,Don't know
M49X,Variable Label,During pregnancy took: other drug for malaria
M49X,0,No
M49X,1,Yes
M49X,8,Don't know
M49Y,Variable Label,During pregnancy took: no drug for malaria
M49Y,0,No
M49Y,1,"Yes, took no drug"
M49Y,8,Don't know
M49Z,Variable Label,During pregnancy took: don't know
M49Z,0,No
M49Z,1,Yes: don't know which drug taken
M49Z,8,Don't know
M5,Variable Label,Months of breastfeeding
M5,93,"Ever breastfed, not currently breastfeeding"
M5,94,Never breastfed
M5,97,Inconsistent
M5,98,Don't know
M50,Variable Label,Respondent's check up after delivery
M50,0,No
M50,1,Yes
M51,Variable Label,Respondent's checkup after deliver timing
M51,100,Zero hours
M51,101,1 Hours
M51,199,Hours missing
M51,201,1 Days
M51,299,Days missing
M51,301,1 Week
M51,399,Weeks missing
M51,998,Don't know
M52,Variable Label,Respondent's health professional checked up after delivery
M52,10,HEALTH PROFESSIONAL
M52,11,Doctor
M52,12,Nurse/midwife
M52,20,OTHER PERSON
M52,21,Traditional birth attendant
M52,22,Community health care provider
M52,96,Other
M54,Variable Label,Received Vitamin A dose in first 2 months after delivery
M54,0,No
M54,1,Yes
M54,8,Don't know
M55A,Variable Label,"First 3 days, given milk (other than breast milk)"
M55A,0,No
M55A,1,Yes
M55B,Variable Label,"First 3 days, given plain water"
M55B,0,No
M55B,1,Yes
M55C,Variable Label,"First 3 days, given sugar/glucose water"
M55C,0,No
M55C,1,Yes
M55D,Variable Label,"First 3 days, given gripe water"
M55D,0,No
M55D,1,Yes
M55E,Variable Label,"First 3 days, given sugar/salt solution"
M55E,0,No
M55E,1,Yes
M55F,Variable Label,"First 3 days, given fruit juice"
M55F,0,No
M55F,1,Yes
M55G,Variable Label,"First 3 days, given infant formula"
M55G,0,No
M55G,1,Yes
M55H,Variable Label,"First 3 days, given tea/infusions"
M55H,0,No
M55H,1,Yes
M55I,Variable Label,"First 3 days, given honey"
M55I,0,No
M55I,1,Yes
M55J,Variable Label,"First 3 days, given coffee"
M55J,0,No
M55J,1,Yes
M55K,Variable Label,"NA - First 3 days, given country specific"
M55K,0,No
M55K,1,Yes
M55L,Variable Label,"NA - First 3 days, given country specific"
M55L,0,No
M55L,1,Yes
M55M,Variable Label,"NA - First 3 days, given country specific"
M55M,0,No
M55M,1,Yes
M55N,Variable Label,"NA - First 3 days, given country specific"
M55N,0,No
M55N,1,Yes
M55O,Variable Label,"NA - First 3 days, given country specific"
M55O,0,No
M55O,1,Yes
M55X,Variable Label,"First 3 days, given other"
M55X,0,No
M55X,1,Yes
M55Z,Variable Label,"First 3 days, given nothing"
M55Z,0,No: given something
M55Z,1,Yes: given nothing
M57A,Variable Label,Antenatal care: respondent's home
M57A,0,No
M57A,1,Yes
M57B,Variable Label,Antenatal care: other home
M57B,0,No
M57B,1,Yes
M57C,Variable Label,NA - Antenatal care: CS home
M57C,0,No
M57C,1,Yes
M57D,Variable Label,NA - Antenatal care: CS home
M57D,0,No
M57D,1,Yes
M57E,Variable Label,Antenatal care: government hospital
M57E,0,No
M57E,1,Yes
M57F,Variable Label,Antenatal care: government health center
M57F,0,No
M57F,1,Yes
M57G,Variable Label,Antenatal care: government health clinic
M57G,0,No
M57G,1,Yes
M57H,Variable Label,Antenatal care: outreach point
M57H,0,No
M57H,1,Yes
M57I,Variable Label,Antenatal care: other public sector
M57I,0,No
M57I,1,Yes
M57J,Variable Label,NA - Antenatal care: CS public health
M57J,0,No
M57J,1,Yes
M57K,Variable Label,NA - Antenatal care: CS public health
M57K,0,No
M57K,1,Yes
M57L,Variable Label,NA - Antenatal care: CS public health
M57L,0,No
M57L,1,Yes
M57M,Variable Label,Antenatal care: private hospital/clinic
M57M,0,No
M57M,1,Yes
M57N,Variable Label,Antenatal care: private clinic
M57N,0,No
M57N,1,Yes
M57O,Variable Label,Antenatal care: other private medical sector
M57O,0,No
M57O,1,Yes
M57P,Variable Label,NA - Antenatal care: CS private medical
M57P,0,No
M57P,1,Yes
M57Q,Variable Label,NA - Antenatal care: CS private medical
M57Q,0,No
M57Q,1,Yes
M57R,Variable Label,NA - Antenatal care: CS private medical
M57R,0,No
M57R,1,Yes
M57S,Variable Label,NA - Antenatal care: CS other
M57S,0,No
M57S,1,Yes
M57T,Variable Label,NA - Antenatal care: CS other
M57T,0,No
M57T,1,Yes
M57U,Variable Label,NA - Antenatal care: CS other
M57U,0,No
M57U,1,Yes
M57V,Variable Label,NA - Antenatal care: CS other
M57V,0,No
M57V,1,Yes
M57X,Variable Label,Antenatal care: other
M57X,0,No
M57X,1,Yes
M6,Variable Label,Duration of amenorrhea
M6,96,Period not returned
M6,97,Inconsistent
M6,98,Don't know
M60,Variable Label,Drugs for intestinal parasites during pregnancy
M60,0,No
M60,1,Yes
M60,8,Don't know
M61,Variable Label,Time spent at place of delivery
M61,100,Hours: 0
M61,101,Hours: 1
M61,199,Hours: number missing
M61,200,Days: 0
M61,201,Days: 1
M61,299,Days: number missing
M61,301,Weeks: 1
M61,399,Weeks: number missing
M61,998,Don't know
M62,Variable Label,Respondent's health checked before discharge
M62,0,No
M62,1,Yes
M62,8,Don't know
M65A,Variable Label,Reason didn't deliver at health facility: cost too much
M65A,0,No
M65A,1,Yes
M65B,Variable Label,Reason didn't deliver at health facility: facility not open
M65B,0,No
M65B,1,Yes
M65C,Variable Label,Reason didn't deliver at health facility: too far/no transport
M65C,0,No
M65C,1,Yes
M65D,Variable Label,Reason didn't deliver at health facility: don't trust facility/poor service
M65D,0,No
M65D,1,Yes
M65E,Variable Label,Reason didn't deliver at health facility: no female provider
M65E,0,No
M65E,1,Yes
M65F,Variable Label,Reason didn't deliver at health facility: husband/family didn't allow
M65F,0,No
M65F,1,Yes
M65G,Variable Label,Reason didn't deliver at health facility: not necessary
M65G,0,No
M65G,1,Yes
M65H,Variable Label,Reason didn't deliver at health facility: not customary
M65H,0,No
M65H,1,Yes
M65I,Variable Label,NA - Reason didn't deliver at health facility: CS
M65I,0,No
M65I,1,Yes
M65J,Variable Label,NA - Reason didn't deliver at health facility: CS
M65J,0,No
M65J,1,Yes
M65K,Variable Label,NA - Reason didn't deliver at health facility: CS
M65K,0,No
M65K,1,Yes
M65L,Variable Label,NA - Reason didn't deliver at health facility: CS
M65L,0,No
M65L,1,Yes
M65X,Variable Label,Reason didn't deliver at health facility: other
M65X,0,No
M65X,1,Yes
M66,Variable Label,Respondent's health checked after discharge/delivery at home
M66,0,No
M66,1,Yes
M66,8,Don't know
M7,Variable Label,Months of amenorrhea
M7,97,Inconsistent
M7,98,Don't know
M70,Variable Label,Baby postnatal check within 2 months
M70,0,No
M70,1,Yes
M70,8,Don't know
M71,Variable Label,Time after delivery postnatal check took place
M71,100,Immediately/in first hour
M71,101,Hours: 1
M71,199,Hours: number missing
M71,201,Days: 1
M71,299,Days: number missing
M71,301,Weeks: 1
M71,399,Weeks: number missing
M71,998,Don't know
M72,Variable Label,Person who performed postnatal checkup
M72,10,MEDICAL PERSONNEL
M72,11,Doctor
M72,12,"Nurse, midwife"
M72,20,OTHER PERSON
M72,21,Traditional birth attendant
M72,22,Community/village health worker
M72,96,Other
M73,Variable Label,Place baby was first checked
M73,10,HOME
M73,11,Respondent's home
M73,12,Other home
M73,20,PUBLIC SECTOR
M73,21,Government hospital
M73,22,Government health center
M73,23,Government health post
M73,24,Outreach point
M73,26,Other public sector
M73,30,PRIVATE SECTOR
M73,31,Private hospital
M73,32,Private clinic
M73,36,Other private sector
M73,96,Other
M8,Variable Label,Duration of abstinence
M8,96,Still abstaining
M8,97,Inconsistent
M8,98,Don't know
M9,Variable Label,Months of abstinence
M9,97,Inconsistent
M9,98,Don't know
MIDX,Variable Label,Index to Birth History
ML0,Variable Label,Type of mosquito bed net(s) child slept under last night
ML0,0,No net
ML0,1,Only treated nets
ML0,2,Both treated and untreated nets
ML0,3,Only untreated nets
ML1,Variable Label,Number of times took fansidar during pregnancy
ML1,98,Don't know
ML101,Variable Label,Type of mosquito bed net(s) slept under last night
ML101,0,No net
ML101,1,Only treated nets
ML101,2,Both treated and untreated nets
ML101,3,Only untreated nets
ML11,Variable Label,NA - Child has fever/cough now
ML11,0,No
ML11,1,"Yes, fever only"
ML11,2,"Yes, cough only"
ML11,3,Both fever and cough
ML11,8,Don't know
ML12,Variable Label,NA - Child has had convulsions in last 2 weeks
ML12,0,No
ML12,1,Yes
ML12,8,Don't know
ML13A,Variable Label,NA - Fansidar taken for fever/cough
ML13A,0,No
ML13A,1,Yes
ML13B,Variable Label,NA - Chloroquine taken for fever/cough
ML13B,0,No
ML13B,1,Yes
ML13C,Variable Label,NA - Amodiaquine taken for fever/cough
ML13C,0,No
ML13C,1,Yes
ML13D,Variable Label,Quinine taken for fever/cough
ML13D,0,No
ML13D,1,Yes
ML13E,Variable Label,Combination with artemisinin taken for fever/cough
ML13E,0,No
ML13E,1,Yes
ML13F,Variable Label,NA - CS antimalarial taken for fever/cough
ML13F,0,No
ML13F,1,Yes
ML13G,Variable Label,NA - CS antimalarial taken for fever/cough
ML13G,0,No
ML13G,1,Yes
ML13H,Variable Label,Other antimalarial taken for fever/cough
ML13H,0,No
ML13H,1,Yes
ML13I,Variable Label,Antibiotic pill/syrup taken for fever/cough
ML13I,0,No
ML13I,1,Yes
ML13J,Variable Label,Antibiotic injection taken for fever/cough
ML13J,0,No
ML13J,1,Yes
ML13K,Variable Label,Aspirin taken for fever/cough
ML13K,0,No
ML13K,1,Yes
ML13L,Variable Label,Acetaminophen/paracetamol/panadol taken for fever/cough
ML13L,0,No
ML13L,1,Yes
ML13M,Variable Label,Ibuprofen taken for fever/cough
ML13M,0,No
ML13M,1,Yes
ML13N,Variable Label,NA - CS other taken for fever/cough
ML13N,0,No
ML13N,1,Yes
ML13O,Variable Label,NA - CS other taken for fever/cough
ML13O,0,No
ML13O,1,Yes
ML13P,Variable Label,NA - CS other taken for fever/cough
ML13P,0,No
ML13P,1,Yes
ML13X,Variable Label,Other taken for fever/cough
ML13X,0,No
ML13X,1,Yes
ML13Y,Variable Label,Nothing taken for fever/cough
ML13Y,0,No
ML13Y,1,"Yes, nothing taken"
ML13Z,Variable Label,Don't know if or what was taken for fever/cough
ML13Z,0,No
ML13Z,1,"Yes, don't know"
ML14A,Variable Label,NA - Injection given for fever/convulsion***
ML14A,0,No
ML14A,1,Yes
ML14B,Variable Label,NA - Suppository given for fever/convulsion***
ML14B,0,No
ML14B,1,Yes
ML14Y,Variable Label,NA - No suppository or injection given for fever/convulsion***
ML14Y,0,No
ML14Y,1,Yes
ML14Z,Variable Label,NA - Don't know if suppository or injection given for fever/convulsion***
ML14Z,0,No
ML14Z,1,Yes
ML15A,Variable Label,NA - Timing of start of fansidar
ML15A,0,Same day as fever/cough
ML15A,1,Next day
ML15A,2,2 days after
ML15A,3,3 days after
ML15A,4,4+ days after
ML15A,8,Don't know
ML15B,Variable Label,NA - Number of days child took fansidar
ML15B,7,7+ days
ML15B,8,Don't know
ML15C,Variable Label,NA - First source for fansidar
ML15C,0,Other source
ML15C,1,At home
ML15C,8,Don't know
ML16A,Variable Label,NA - Timing of start of chloroquine
ML16A,0,Same day as fever/cough
ML16A,1,Next day
ML16A,2,2 days after
ML16A,3,3 days after
ML16A,4,4+ days after
ML16A,8,Don't know
ML16B,Variable Label,NA - Number of days child took chloroquine
ML16B,7,7+ days
ML16B,8,Don't know
ML16C,Variable Label,NA - First source for chloroquine
ML16C,0,Other source
ML16C,1,At home
ML16C,8,Don't know
ML17A,Variable Label,NA - Timing of start of amodiaquine
ML17A,0,Same day as fever/cough
ML17A,1,Next day
ML17A,2,2 days after
ML17A,3,3 days after
ML17A,4,4+ days after
ML17A,8,Don't know
ML17B,Variable Label,NA - Number of days child took amodiaquine
ML17B,7,7+ days
ML17B,8,Don't know
ML17C,Variable Label,NA - First source for amodiaquine
ML17C,0,Other source
ML17C,1,At home
ML17C,8,Don't know
ML18A,Variable Label,Timing of start of quinine
ML18A,0,Same day as fever/cough
ML18A,1,Next day
ML18A,2,2 days after
ML18A,3,3 days after
ML18A,4,4+ days after
ML18A,8,Don't know
ML18B,Variable Label,NA - Number of days child took quinine
ML18B,7,7+ days
ML18B,8,Don't know
ML18C,Variable Label,NA - First source for quinine
ML18C,0,Other source
ML18C,1,At home
ML18C,8,Don't know
ML19A,Variable Label,NA - For fever/convulsion: consulted traditional healer***
ML19A,0,No
ML19A,1,Yes
ML19B,Variable Label,NA - For fever/convulsion: gave tepid sponging***
ML19B,0,No
ML19B,1,Yes
ML19C,Variable Label,NA - For fever/convulsion: gave herbs***
ML19C,0,No
ML19C,1,Yes
ML19D,Variable Label,NA - For fever/convulsion: CS***
ML19D,0,No
ML19D,1,Yes
ML19E,Variable Label,NA - For fever/convulsion: CS***
ML19E,0,No
ML19E,1,Yes
ML19F,Variable Label,NA - For fever/convulsion: CS***
ML19F,0,No
ML19F,1,Yes
ML19X,Variable Label,NA - For fever/convulsion: other***
ML19X,0,No
ML19X,1,Yes
ML19Y,Variable Label,NA - For fever/convulsion: gave/did nothing***
ML19Y,0,No
ML19Y,1,Yes
ML19Z,Variable Label,NA - For fever/convulsion: don't know if something else was done***
ML19Z,0,No
ML19Z,1,Yes
ML2,Variable Label,Source of antimalarial during pregnancy
ML2,1,Antenatal visit
ML2,2,Another facility visit
ML2,6,Other source
ML20A,Variable Label,Timing of start of combination with artemisinin
ML20A,0,Same day as fever/cough
ML20A,1,Next day
ML20A,2,2 days after
ML20A,3,3 days after
ML20A,4,4+ days after
ML20A,8,Don't know
ML20B,Variable Label,NA - Number of days child took combination with artemisinin
ML20B,7,7+ days
ML20B,8,Don't know
ML20C,Variable Label,NA - First source for combination with artemisinin
ML20C,0,Other source
ML20C,1,At home
ML20C,8,Don't know
ML21A,Variable Label,NA - Timing of start of CS antimalarial use
ML21A,0,Same day as fever/cough
ML21A,1,Next day
ML21A,2,2 days after
ML21A,3,3 days after
ML21A,4,4+ days after
ML21A,8,Don't know
ML21B,Variable Label,NA - Number of days child took CS antimalarial
ML21B,7,7+ days
ML21B,8,Don't know
ML21C,Variable Label,NA - First source for CS antimalarial
ML21C,0,Other source
ML21C,1,At home
ML21C,8,Don't know
ML22A,Variable Label,NA - Timing of start of CS antimalarial use
ML22A,0,Same day as fever/cough
ML22A,1,Next day
ML22A,2,2 days after
ML22A,3,3 days after
ML22A,4,4+ days after
ML22A,8,Don't know
ML22B,Variable Label,NA - Number of days child took CS antimalarial
ML22B,7,7+ days
ML22B,8,Don't know
ML22C,Variable Label,NA - First source for CS antimalarial
ML22C,0,Other source
ML22C,1,At home
ML22C,8,Don't know
ML23A,Variable Label,Timing of start of other anti-malarial use
ML23A,0,Same day as fever/cough
ML23A,1,Next day
ML23A,2,2 days after
ML23A,3,3 days after
ML23A,4,4+ days after
ML23A,8,Don't know
ML23B,Variable Label,NA - Number of days child took other anti-malarial
ML23B,7,7+ days
ML23B,8,Don't know
ML23C,Variable Label,NA - First source for other anti-malarial
ML23C,0,Other source
ML23C,1,At home
ML23C,8,Don't know
ML24C,Variable Label,NA - First source for antibiotic pill/syrup
ML24C,0,Other source
ML24C,1,At home
ML24C,8,Don't know
S1000CA,Variable Label,Symptom of TB: persistent cough (greater than 2 weeks)
S1000CA,0,No
S1000CA,1,Yes
S1000CB,Variable Label,Symptom of TB: weight loss
S1000CB,0,No
S1000CB,1,Yes
S1000CC,Variable Label,Symptom of TB: poor appetite
S1000CC,0,No
S1000CC,1,Yes
S1000CD,Variable Label,Symptom of TB: night sweating
S1000CD,0,No
S1000CD,1,Yes
S1000CE,Variable Label,Symptom of TB: chest pain
S1000CE,0,No
S1000CE,1,Yes
S1000CF,Variable Label,Symptom of TB: fever
S1000CF,0,No
S1000CF,1,Yes
S1000CX,Variable Label,Symptom of TB: other
S1000CX,0,No
S1000CX,1,Yes
S1000CZ,Variable Label,Symptom of TB: Don't know
S1000CZ,0,No
S1000CZ,1,Yes
S1007A,Variable Label,Use or smoke tobacco products daily
S1007A,0,No
S1007A,1,Yes
S1007B,Variable Label,Age when first started using tobacco products daily
S1007B,97,Inconsistent
S1007B,98,DK
S1007C,Variable Label,"Consumption of alcoholic drink,"
S1007C,0,No
S1007C,1,Yes
S1007F,Variable Label,Consumption of alcoholic drink during past two weeks
S1007F,0,No
S1007F,1,Yes
S1007G,Variable Label,Number of days had one drink in past 2 weeks
S1007G,98,Dont know/Not sure
S1007H,Variable Label,Average number of glasses/bottles/tots consumed per day in past 2 weeks
S1007H,98,Don't know/not sure
S1010A,Variable Label,Involved in exercises causing increase in hear rate for 10 minutes at least
S1010A,1,No
S1010A,2,Yes at work
S1010A,3,Yes other physical activity
S1010B,Variable Label,"During past 7 days, total days exercised for 10 minutes"
S1010B,8,Dont know/not sure
S1010E,Variable Label,Average number of glasses of water drank in 1 day
S1010F,Variable Label,Number of days eating fruits in a week
S1010F,98,Dont know/not sure
S1010G,Variable Label,Average number of times eating fruits in a day
S1010G,98,Dont know/not sure
S1010H,Variable Label,Number of days eating vegetables in a week
S1010H,8,"Don't know, not sure"
S1010I,Variable Label,Average number of times eating vegetables in a week
S1010I,8,Dont know/not sure
S1010M,Variable Label,Usage of a seatbelt in a vehicle in past 30 days
S1010M,1,Always
S1010M,2,Sometimes
S1010M,3,Never
S1010M,4,Have not been in vehicle in past 30 days
S1010M,5,No seatbelt in car
S1010M,8,Dont know/not sure
S1010N,Variable Label,Heard about cervical cancer
S1010N,0,No
S1010N,1,Yes
S1010O,Variable Label,Ever tested/examined for cervical cancer
S1010O,0,No
S1010O,1,Yes
S1010O,8,Dont know
S1010P1,Variable Label,Type of exam for cervical center: pap smear
S1010P1,0,No
S1010P1,1,Yes
S1010P1,8,Don't know
S1010P2,Variable Label,Type of exam for cervical center: visual inspection with acetic acid
S1010P2,0,No
S1010P2,1,Yes
S1010P2,8,Don't know
S1010P3,Variable Label,Type of exam for cervical center: don't know/not sure
S1010P3,0,No
S1010P3,1,Yes
S1010P3,8,Don't know
S1010Q,Variable Label,Ever examined own breasts for breast cancer
S1010Q,0,No
S1010Q,1,Yes
S1010R,Variable Label,Examined by doctor/health professional for breast cancer
S1010R,0,No
S1010R,1,Yes
S1010R,8,Dont know
S1010S,Variable Label,Times when you hear/see things that aren't there
S1010S,0,No
S1010S,1,Yes
S1010T,Variable Label,Ever felt worthless/hopeless in past 12 months
S1010T,0,No
S1010T,1,Yes
S1010U,Variable Label,Little interest/pleasure in doing things in past 12 months
S1010U,0,No
S1010U,1,Yes
S1010U,8,Dont know/not sure
S1010UN,Variable Label,Number of days had little interest/pleasure in past 12 months
S1010V,Variable Label,Felt low energy/bad mood/sad all time in past two weeks
S1010V,0,No
S1010V,1,Yes
S1010V,8,Dont know/not sure
S1010VN,Variable Label,Number of days felt low energy/sad all time in past 2 weeks
S1010X,Variable Label,Seek any medical care
S1010X,0,No
S1010X,1,Yes
S114,Variable Label,Main language spoken in home
S114,1,Afrikaans
S114,2,Damara/Nama
S114,3,English
S114,4,Herero
S114,5,Kwangali
S114,6,Lozi
S114,7,Oshiwambo
S114,8,San
S114,96,Other
S410A,Variable Label,Husband attended ANC visits for this pregnancy
S410A,0,No
S410A,1,Yes
S918A,Variable Label,Willing to share the results
S918A,0,No
S918A,1,Yes
S918B,Variable Label,Test results
S918B,0,Negative
S918B,1,Positive
S918D,Variable Label,Disclosure of results to partner
S918D,0,No
S918D,1,Yes
S918D,3,No partner
S919A,Variable Label,Partner tested for HIV during ANC visits of last birth
S919A,0,No
S919A,1,Yes
S919A,8,Dont know
S923A,Variable Label,Willing to share results of HIV test during delivery in health facility
S923A,0,No
S923A,1,Yes
S923B,Variable Label,HIV Test result during delivery at health facility
S923B,0,Negative
S923B,1,Positive
S923C,Variable Label,Disclosure of HIV test results during delivery at health facility to partner
S923C,0,No
S923C,1,Yes
S923C,3,No partner
S923D,Variable Label,Last Child Tested for HIV during first 8 weeks of life
S923D,0,No
S923D,1,Yes
S923E,Variable Label,Last child tested for HIV during first 18 months of life
S923E,0,No
S923E,1,Yes
S923F,Variable Label,Last child tested for HIV more than once during first 18 months of life
S923F,0,No
S923F,1,Yes
S923G,Variable Label,Received results of last HIV test for last child
S923G,0,No
S923G,1,Yes
S923H,Variable Label,Willingness to share results of last HIV test for last child
S923H,0,No
S923H,1,Yes
S923I,Variable Label,Last child's HIV test result
S923I,0,Negative
S923I,1,Positive
S923L,Variable Label,Last child is taking ARV's
S923L,0,No
S923L,1,Yes
S928A,Variable Label,Willingness to share their recent HIV test results
S928A,0,No
S928A,1,Yes
S928B,Variable Label,Recent HIV test result
S928B,0,Negative
S928B,1,Positive
S928C,Variable Label,Received counselling
S928C,0,No
S928C,1,Yes
S928D,Variable Label,Disclosure of HIV test results with partner
S928D,0,No
S928D,1,Yes
S928D,3,No partner
S928E,Variable Label,Received HIV counselling and testing individually or as a couple
S928E,1,Individual
S928E,2,Couple
S928F,Variable Label,Consideration for HIV counselling and testing as couple in future
S928F,0,No
S928F,1,Yes
S928G,Variable Label,Main reason for not considering HIV counseling and testing as a couple in future
S928G,1,Partner refuses
S928G,2,Distance to service delivery
S928G,3,No time
S928G,4,Service delivery hours
S928G,6,Other
S928I,Variable Label,Currently taking ARV's
S928I,0,No
S928I,1,Yes
S928J,Variable Label,Main reason for not taking ARV's daily
S928J,1,Transportation cost
S928J,2,Religious reasons
S928J,3,Food/nutritional issues
S928J,4,Side effects
S928J,5,Fear of being seen at ARV Clinic
S928J,6,Other
S947,Variable Label,Reason for not having sex: husband has other women ( for all interviewed women age 15-64 )
S947,0,No
S947,1,Yes
S947,8,Don't know
SLANGINT,Variable Label,Language of interview
SLANGINT,1,Afrikaans
SLANGINT,2,Damara/Nama
SLANGINT,3,English
SLANGINT,4,Herero
SLANGINT,5,Kwangali
SLANGINT,6,Lozi
SLANGINT,7,Oshiwambo
SLANGINT,8,Other
SLANGRESP,Variable Label,Language of respondent
SLANGRESP,1,Afrikaans
SLANGRESP,2,Damara/Nama
SLANGRESP,3,English
SLANGRESP,4,Herero
SLANGRESP,5,Kwangali
SLANGRESP,6,Lozi
SLANGRESP,7,Oshiwambo
SLANGRESP,8,Other
SLANGUA,Variable Label,Language of questionnaire
SLANGUA,1,Afrikaans
SLANGUA,2,Damara/Nama
SLANGUA,3,English
SLANGUA,4,Herero
SLANGUA,5,Kwangali
SLANGUA,6,Lozi
SLANGUA,7,Oshiwambo
SLANGUA,8,Other
STRANSL,Variable Label,Translator used
STRANSL,0,No
STRANSL,1,Yes
SWEIGHTW,Variable Label,Weight for women 15-64 in subsample
V000,Variable Label,Country code and phase
V001,Variable Label,Cluster number
V002,Variable Label,Household number
V003,Variable Label,Respondent's line number
V004,Variable Label,Ultimate area unit
V005,Variable Label,Women's individual sample weight (6 decimals)
V006,Variable Label,Month of interview
V007,Variable Label,Year of interview
V008,Variable Label,Date of interview (CMC)
V009,Variable Label,Respondent's month of birth
V010,Variable Label,Respondent's year of birth
V011,Variable Label,Date of birth (CMC)
V012,Variable Label,Respondent's current age
V013,Variable Label,Age in 5-year groups
V013,1,15-19
V013,2,20-24
V013,3,25-29
V013,4,30-34
V013,5,35-39
V013,6,40-44
V013,7,45-49
V013,8,50+
V014,Variable Label,Completeness of age information
V014,1,Month and year - information complete
V014,2,Month and age - year imputed
V014,3,Year and age - month imputed
V014,4,Year and age - year ignored
V014,5,Year - age/month imputed
V014,6,Age - year/month imputed
V014,7,Month - age/year imputed
V014,8,None - all imputed
V015,Variable Label,Result of individual interview
V015,1,Completed
V015,2,Not at home
V015,3,Postponed
V015,4,Refused
V015,5,Partially completed
V015,6,Respondent incapacitated
V015,7,Other
V016,Variable Label,Day of interview
V017,Variable Label,CMC start of calendar
V018,Variable Label,Row of month of interview
V018,0,No calendar
V019,Variable Label,Length of calendar
V019,0,No calendar
V019A,Variable Label,Number of calendar columns
V019A,0,No calendar
V020,Variable Label,Ever-married sample
V020,0,All woman sample
V020,1,Ever married sample
V021,Variable Label,Primary sampling unit
V022,Variable Label,Sample strata for sampling errors
V022,1,"Caprivi,urban"
V022,2,"Erongo, urban"
V022,3,"Hardap, urban"
V022,4,"Karas, urban"
V022,5,"Kavango, urban"
V022,6,"Khomas, urban"
V022,7,"Kunene, urban"
V022,8,"Ohangwena, urban"
V022,9,"Omaheke, urban"
V022,10,"Omusati, urban"
V022,11,"Oshana, urban"
V022,12,"Oshikoto, urban"
V022,13,"Otjozondjupa, urban"
V022,14,"Caprivi, rural"
V022,15,"Erongo, rural"
V022,16,"Hardap, rural"
V022,17,"Karas, rural"
V022,18,"Kavango, rural"
V022,19,"Khomas, rural"
V022,20,"Kunene, rural"
V022,21,"Ohangwena, rural"
V022,22,"Omaheke, rural"
V022,23,"Omusati, rural"
V022,24,"Oshana, rural"
V022,25,"Oshikoto, rural"
V022,26,"Otjozondjupa, rural"
V023,Variable Label,Stratification used in sample design
V023,1,"Caprivi,urban"
V023,2,"Erongo, urban"
V023,3,"Hardap, urban"
V023,4,"Karas, urban"
V023,5,"Kavango, urban"
V023,6,"Khomas, urban"
V023,7,"Kunene, urban"
V023,8,"Ohangwena, urban"
V023,9,"Omaheke, urban"
V023,10,"Omusati, urban"
V023,11,"Oshana, urban"
V023,12,"Oshikoto, urban"
V023,13,"Otjozondjupa, urban"
V023,14,"Caprivi, rural"
V023,15,"Erongo, rural"
V023,16,"Hardap, rural"
V023,17,"Karas, rural"
V023,18,"Kavango, rural"
V023,19,"Khomas, rural"
V023,20,"Kunene, rural"
V023,21,"Ohangwena, rural"
V023,22,"Omaheke, rural"
V023,23,"Omusati, rural"
V023,24,"Oshana, rural"
V023,25,"Oshikoto, rural"
V023,26,"Otjozondjupa, rural"
V024,Variable Label,Region
V024,1,Caprivi
V024,2,Erongo
V024,3,Hardap
V024,4,Karas
V024,5,Kavango
V024,6,Khomas
V024,7,Kunene
V024,8,Ohangwena
V024,9,Omaheke
V024,10,Omusati
V024,11,Oshana
V024,12,Oshikoto
V024,13,Otjozondjupa
V025,Variable Label,Type of place of residence
V025,1,Urban
V025,2,Rural
V026,Variable Label,NA - De facto place of residence
V026,0,"Capital, large city"
V026,1,Small city
V026,2,Town
V026,3,Countryside
V027,Variable Label,Number of visits
V028,Variable Label,Interviewer identification
V029,Variable Label,Keyer identification
V030,Variable Label,Field supervisor
V031,Variable Label,Field editor
